000011|aa|X|o|T|1987-01-20|2016-08-20|s|m|mov|wo|Example get citizen out clearly way. Treat task foot. P|troubl|1975-04-18|door|half|E|T|t|i|a|t|Op|Te|Fi|Ou|Ke|Wo|Ha|Fe|No|De|Fo|Fe|Bu|Su|An|In|To|Un|Wi|Mi|Be|Goo|Dau|Co|Des|Car|Mar|1972-11-16|G|6348.1|D
000012|aa|O|M|D|1991-10-10|2000-05-02|j|N|fir|ab|Back animal right down. Up sea technology together.|soon|1997-08-10|couple|will|d|J|C|e|Z|y|Ca|Nu|Tr|Re|Ba|Le|Re|Th|On|Ma|Al|Su|Be|Mo|Wi|Fa|Th|Po|Al|Tr|De|Thi|Tho|Ani|Rep|Ty|Me|1997-07-14|H|5389.9|p
000013|aa|y|w|c|1986-09-01|2006-08-12|S|z|see|gr|Camera note moment event beautiful somebody majority. Officer co|protec|2003-11-09|new|heart|q|z|K|z|t|l|Re|Sp|Id|Ce|Gu|De|Ch|Ph|Ch|Am|Ex|Re|Pr|Us|Ge|Fo|Fi|Yo|In|Bu|Pa|Sa|How|Pre|Cou|Bod|Le|1984-12-09|N|779.9|O
000014|aa|Q|E|U|2014-11-15|1976-09-24|i|r|tal|me|Up in college energy. Moment strong page shake parent idea |thus|2015-10-11|later|direct|f|W|F|y|M|U|Te|An|En|He|Si|Fo|Po|Ou|Ho|It|Ar|I |Se|Ar|Fa|Mo|Hu|Se|Sh|Tw|Ge|Mo|Exi|Hea|Co|Cer|Any|1973-02-27|X|3301.8|z
000015|aa|P|X|Y|1993-09-19|1995-12-29|L|a|spe|re|Car friend area it deep arm significant today. Water data som|cut|2008-01-06|him|only|n|w|X|u|X|p|Sk|Th|Re|Jo|Of|Wi|En|Me|Ma|Ok|Fo|Ab|Ke|Si|Na|Ra|Wi|Ma|Kn|Ye|Be|Ni|Th|In|Ma|Th|Ad|1981-09-09|b|470.7|j
000016|aa|y|a|T|2010-11-16|2013-08-16|f|V|foc|la|Section also follow it though. Yeah land under|althou|1998-10-01|lot|standa|k|j|g|j|O|n|Ha|Th|Ga|Th|Hi|Ey|Wa|So|Ma|Gl|La|My|Sp|Re|Wh|Wo|Da|Bo|Ex|St|Th|Co|Bu|Gue|Be|Dea|We|1974-03-26|z|9629.4|n
000017|aa|i|s|O|1974-10-13|2016-03-27|V|t|arm|fi|Past class everyone industry woman tough. Quite heart |clear|1970-04-07|right|draw|u|z|K|c|b|W|At|Sc|Ma|Ad|Th|Li|Te|Im|Ma|Ru|Al|Ch|Qu|Wr|Ca|Ro|Ev|Di|Fo|Si|He|Wi|Now|Rea|The|At|Mil|1982-10-05|l|2313.0|L
000018|aa|P|v|G|1971-02-17|1993-06-15|g|g|per|si|Reality tree someone ten drug bed middle. Morning stuff machin|fish|1991-05-04|cause|group|K|t|Q|X|q|x|Re|Mi|Te|Ea|Ev|Up|Ye|Tr|Wo|Ci|Th|Pu|We|Di|Wr|Po|Dr|Im|Le|Bo|Da|Ab|En|En|Tea|No|De|2000-04-19|G|9050.4|H
000019|aa|m|H|k|2007-12-22|1996-04-16|d|V|you|au|Prove director rest idea yet. Individual hear |plan|1987-08-12|cut|offici|y|x|t|V|V|v|Ce|Mo|Re|Li|No|In|Re|Bo|Al|Si|Pa|St|No|Mo|Le|Ca|Me|Ow|Se|Wo|St|Pe|Qu|En|Win|Sm|Dee|2001-08-22|u|471.4|G
000020|aa|a|R|h|1984-01-20|1982-02-03|q|K|mil|ki|Place because in soldier research believe way. Send n|light|2017-04-11|traditiona|feelin|M|z|N|t|e|X|Pa|Un|Co|Ex|Ca|Al|Li|Ma|Ce|Fi|We|Wh|Th|Sp|Pa|Ta|Su|No|Ex|Di|In|Hop|As|Clo|My |Pro|Tes|2002-03-30|b|523.5|A
000021|aa|Z|a|x|1971-09-02|2009-10-16|w|t|lea|in|List live manager Congress late page suddenly. Agen|view|1972-02-13|performanc|pass|X|D|p|P|c|g|No|Sa|Ch|Th|Fi|Pi|Sp|Wi|To|Le|Ro|Wo|To|Mi|Ev|It|Ev|Ch|Ar|El|Ph|Sc|Th|Ki|Cl|Ca|Dif|2018-01-01|U|6308.0|s
000022|aa|G|C|d|1981-10-01|2012-06-15|z|K|sta|re|Law provide seek. Child south plan tough military if s|indivi|1982-06-03|turn|begin|Q|r|O|H|S|I|Me|Pr|Be|Pa|Se|Th|Ag|No|Sp|Mo|An|Ma|Sp|Mo|Hu|Su|Th|Be|Pe|Ag|Of|St|Non|Ra|Gre|Wes|Sho|2007-06-09|Y|4220.1|N
000023|aa|S|R|F|1992-08-28|1979-12-09|F|v|box|en|One section trip entire. Picture successful south. C|whom|2006-02-15|usually|focus|A|O|p|a|C|v|Al|In|Wa|Ta|Se|De|Ma|Ev|Co|Te|Si|Su|Es|Th|Mu|To|Ma|He|St|Pr|Mi|Ho|Fiv|Dr|Ag|Man|Ye|1999-11-01|J|4693.1|z
000024|aa|P|G|B|2005-03-02|2017-09-20|Z|i|lon|fi|Chair wrong during pull. Ground hear clear.|front|1995-10-24|both|religi|j|Z|B|V|y|a|Al|Fo|Po|Gr|Ho|Su|Bo|Th|Ne|Yo|Pr|Wo|Hi|No|Wh|St|Wh|Co|Re|De|Na|Ass|Env|Typ|Tow|Ed|Th|2010-02-11|l|5530.9|m
000025|aa|O|D|A|1973-03-23|1988-03-21|d|t|cen|av|Themselves key parent system social part of. Suggest house |tell|1988-09-19|page|popula|P|e|o|n|d|Y|Te|Ma|Si|Lo|Sm|Ex|Pr|Ca|Im|Te|Re|I |Re|Di|Lo|Lo|Wi|Se|To|Us|Pe|Bui|Opt|Ge|Si|Ex|Wa|1985-02-04|D|5892.3|C
000026|aa|D|q|u|1971-01-19|1975-01-24|M|i|pla|Mr|Difficult cover head. Understand successful situation pu|collec|2000-06-16|understand|attack|a|D|o|Y|i|f|St|Be|Da|Mo|Sp|Sp|Se|Ba|Bi|St|Ag|Bo|Pr|Vi|Wh|Do|Po|St|Wh|Hi|Ye|Ski|Sc|Wh|Whe|Dif|An|1981-10-25|b|1206.8|C
000027|aa|G|Q|X|1989-05-09|1991-01-13|S|O|fun|en|Team behavior again magazine hard common participant. Small b|writer|2007-12-16|tax|wear|b|c|m|H|e|A|Si|Bu|Ac|Pl|Re|Su|Al|Sc|Ar|Fo|Ou|Au|Se|Te|Me|Fl|Is|Di|Ag|He|Re|Des|Pea|On|Fi|Fi|Tv |1979-08-26|V|896.6|g
000028|aa|m|g|m|2016-02-20|1976-08-21|I|d|ent|en|Court yet they much you ahead. Money recent live rang|profes|1990-12-11|significan|that|Y|q|K|m|c|M|Pr|Ma|Fe|Co|Ag|An|Di|Se|An|Gu|Be|Co|De|Fl|Ha|Ri|Al|Ro|So|Ru|Co|Us|Sim|Bu|Pr|Pa|Age|1997-05-30|a|3019.8|Y
000029|aa|f|Y|U|1992-07-01|2000-05-06|L|m|int|ne|Rule describe tonight up do. Else money up continue b|each|1996-01-02|student|repres|s|q|e|i|b|C|Si|Wi|St|Ce|Ma|Pm|Ar|Si|Pa|Gr|Si|Ai|Se|Go|Mo|Na|Mi|Si|Ex|Jo|Va|Ind|Lin|Fam|Be|Onc|Th|1985-05-04|d|6356.9|U
000030|aa|Z|j|s|2010-01-18|1978-07-12|d|j|pag|ta|Affect tell prepare billion give. Table read strong power w|rise|1983-02-15|respond|perfor|M|x|l|D|O|K|Ne|Hi|Ev|He|Sc|No|At|Le|Av|Ba|Ca|Co|So|Cu|Pl|Wo|Te|So|Be|Fr|Ye|Not|So|Eff|Wat|He|Own|2012-04-06|D|2838.8|V
000031|aa|H|D|e|2015-11-07|1984-09-26|m|a|mat|an|Memory data other data avoid analysis me. Poli|space|1984-01-18|field|across|b|m|t|k|j|x|Ea|Th|Fo|Pr|Su|Bu|Na|Ea|Re|To|Ca|Ce|Yo|As|Dr|Na|Or|We|Cu|Po|In|St|Mem|Iss|Di|En|Tho|1993-04-28|f|1393.3|F
000032|aa|y|G|g|2015-10-19|1997-03-04|J|G|she|pa|Fish camera age mention go. Material body west entire di|seek|1983-10-14|good|allow|z|m|R|e|s|d|If|Ei|La|Ve|Sp|Ar|Al|Ad|Ou|Si|Se|Pe|Pa|Co|Im|Ex|Re|Ho|Be|Th|He|Aud|Alt|Cit|Be|Now|Ev|2004-02-04|O|9695.4|b
000033|aa|V|n|U|2014-06-14|1971-06-29|U|O|bel|da|Model rest magazine some relationship relate. Really mem|upon|1981-05-28|him|turn|j|l|r|r|L|p|Ph|Cu|Te|St|Mi|Sp|Be|La|An|Ta|Re|Ma|Ar|An|Bu|Wa|Fo|Pa|We|Ar|Fe|Wal|Buy|War|Wal|He|Pe|1987-09-14|r|161.3|v
000034|aa|d|R|B|2006-12-03|1989-06-18|W|D|yea|st|Stage good better model election. Professional blood c|first|1971-07-23|billion|politi|v|l|l|d|q|s|Vi|Pi|Mo|Ap|Re|Id|Jo|Au|Bo|Co|Pu|Pl|Le|St|Su|Re|Sc|Ot|Wi|Pa|Bu|Wi|Mo|Sit|Par|Th|Ne|1984-03-15|W|2923.2|R
000035|aa|L|L|I|2015-10-20|2004-08-28|n|D|bod|sp|Rich finish whatever policy. Leader road most. Apply care summer|cost|2007-09-22|set|guy|Q|M|e|T|t|h|Me|Va|Au|En|Ma|Le|Al|To|Go|So|Po|Fa|Wr|Ma|Pu|Ne|Ag|Re|Do|St|Ba|Wei|Sig|Bo|Re|Tr|Cou|2010-06-14|O|7164.0|T
000036|aa|r|D|q|1976-08-01|2016-09-20|L|j|eve|me|Peace piece good conference than. Everybody form travel l|per|1992-08-06|hope|cover|K|L|f|l|A|m|Co|Ch|Po|In|Fi|Sp|St|Of|En|St|Ma|Co|Fa|Se|Sh|Ha|Se|Fl|Cu|Ve|Bu|Hi|Ca|Ava|Be|Bod|Whi|1977-05-04|O|7953.9|p
000037|aa|p|Y|e|2003-01-16|1985-05-18|C|R|lea|ma|Return area have growth. Republican determine industry than dr|sport|1976-01-07|since|see|s|o|V|n|N|s|La|Ci|Ca|De|Am|In|Pr|Ex|Wh|Ru|Li|La|Co|Th|Le|Au|Te|Do|Tr|Un|To|Eac|Co|Re|Sta|In|Wa|1995-03-01|B|2958.4|a
000038|aa|Q|i|k|2015-06-12|1997-02-19|t|I|out|ba|Establish instead require collection point. Author|alone|1992-03-19|data|interv|g|G|p|i|F|W|Kn|Hu|Th|Mr|Ce|Ac|Sp|Re|Sm|Fo|Ta|Wh|Of|De|An|Up|Ad|Ga|La|Ou|Wo|Hap|Ser|Foo|Ad|Ok|Bi|1987-04-11|v|6468.0|i
000039|aa|J|F|B|2014-01-10|2008-12-20|t|S|who|fe|Whose out particularly century thus morning a. Particular |return|1984-07-09|produce|wall|B|m|L|i|m|L|Cr|Wa|Fa|Co|De|Si|Vi|Ch|Fi|Fo|Wh|Si|To|Co|Is|Su|Wr|I |Pu|Se|Di|Ski|Suc|Tr|See|Pr|St|1998-04-08|P|1496.2|R
000040|aa|b|z|n|1996-06-16|1974-01-12|p|v|det|fi|Former into moment. Difficult move adult my respons|which|1984-12-31|live|become|T|r|w|D|b|K|Gr|Li|Bu|Am|Sp|Cu|Qu|Fa|Ad|Go|Re|Ca|Ov|Es|Re|St|Re|Si|Pe|As|Ac|Ch|Fac|Big|In|Pri|Op|2017-04-11|S|6815.6|D
000041|aa|K|x|I|2011-10-14|2009-06-02|c|c|man|va|Care firm alone no. So husband quality various start site |by|2006-12-31|successful|charge|P|Q|y|z|a|A|Di|Gl|Pu|Mo|La|Bu|Wo|Pr|Ma|Go|St|Se|Ma|Co|Hu|Si|Al|Ca|Th|Mi|Pa|Doo|Di|Edu|Re|Si|Big|1990-11-08|J|6884.8|E
000042|aa|a|E|u|2014-11-14|1972-01-03|g|E|go|li|College whom three grow feeling. I blood most worker continue|game|1997-09-14|clear|many|a|u|G|Y|W|d|Se|Ac|Pr|In|Ba|Ec|Of|Tr|I |Do|De|Fo|Th|De|In|By|Ha|Th|Cr|So|Re|Hol|Han|Tr|Mov|Eye|Our|1982-10-10|s|2529.5|t
000043|aa|N|d|S|1995-11-01|1997-11-15|a|J|sig|pa|Sure require seem particular common audience. Society main |while|1978-04-10|must|camera|R|y|s|s|X|q|By|Wr|Wa|Jo|Si|Me|No|Op|Sh|Wh|Ra|Po|Ma|Th|Ot|St|Re|Ba|St|Mu|St|Tax|Ra|Wou|Onc|Per|Ne|2009-03-13|J|5643.8|H
000044|aa|p|a|F|1979-01-26|1995-03-13|l|g|stu|ac|Mrs concern carry such increase. Debate budget mac|to|2010-03-25|reality|movie|F|O|N|D|a|N|Av|Di|Su|Ba|Dr|Me|Ye|Tw|Po|In|Li|In|Di|Be|Ou|Si|My|Ab|Th|Al|Ge|Ex|Tea|Fir|Hot|Da|Lar|1998-05-29|Q|2677.3|u
000045|aa|c|O|r|1975-06-06|2001-01-21|Z|i|int|ra|Fear catch drug dinner along raise thank. Bank|itself|2014-07-26|sea|get|s|L|O|x|l|i|Ev|Se|Of|Fo|Ye|Cr|Ev|Tr|Re|Fo|Be|Aw|Vo|St|Th|In|St|Pr|Do|Se|Ri|Rea|Mo|Le|Cen|At|Cu|1986-02-11|n|5300.9|M
000046|aa|e|j|O|1973-10-17|1980-09-14|V|k|fun|he|But benefit beyond value attention. Learn other fa|argue|1977-04-03|heart|exist|s|m|G|P|I|H|Tr|De|Ev|Ca|Th|We|Es|Pe|Si|Lo|Tu|Ag|Bu|My|Wh|En|Up|He|Co|An|Re|Per|Wh|No|Pr|Thr|Ba|2000-09-12|O|9424.5|g
000047|aa|e|p|M|1998-07-10|1999-10-31|i|p|hap|re|Decision hold fall let. Goal claim tell consider say inc|across|2016-08-12|way|half|e|r|j|x|I|c|St|Po|Tr|Tr|Be|Se|Sh|Re|Oc|Sc|Th|He|Do|Ne|Ma|Ba|Re|He|De|On|Sh|Thr|Pa|Com|De|Re|Le|1992-07-07|l|9380.9|Y
000048|aa|k|P|A|1989-03-21|1990-07-09|r|y|aud|wh|Culture campaign safe do. Certainly picture position|word|2004-10-11|high|thus|t|G|V|I|p|L|At|Sp|St|Sc|Mo|En|Ac|Sh|Un|Ot|Af|Mo|Af|Pa|Ma|An|He|Fo|Of|In|Wa|App|Cho|Mov|Env|Soc|Sh|2003-11-26|b|3307.1|h
000049|aa|L|G|Q|1995-12-16|1993-04-16|w|h|sel|ye|Focus moment town visit ever contain. Treatment|also|1978-05-28|stage|order|K|r|y|Q|f|g|Fa|Ha|Se|Do|Fa|Wh|Re|Re|De|Mi|So|We|Ma|Im|Fe|Fu|He|Pr|Mo|Ga|Pr|To|Sc|Co|Sur|App|Ho|2009-08-14|n|409.5|e
000050|aa|i|w|c|1991-06-09|1971-08-30|p|L|her|de|Option plant add good simple pay alone.|themse|2018-03-04|stand|worker|s|h|c|W|g|V|Me|In|Bi|Op|Pi|Fo|He|En|Da|We|Sc|Re|Al|Te|Ed|Di|Fu|Re|On|Re|Se|Ma|Act|Sub|Wo|Car|Sin|2004-07-17|y|7944.9|q
000051|aa|y|F|j|1990-12-10|1999-01-16|w|I|sho|co|Program edge turn need class reach tree. Trade north apply st|knowle|1980-12-10|road|one|n|F|s|t|L|x|At|Me|Re|Te|Ag|Fa|Pa|Fi|No|Ce|Co|Pa|En|Bu|Le|Wh|Ce|Pr|Ar|A |Ac|Ca|La|Dr|Mee|Arr|Us |1971-08-22|U|2642.8|V
000052|aa|E|W|o|2003-09-10|1974-02-18|c|u|hop|ho|Receive issue call performance campaign dark. Arm plan close |staff|1984-08-08|strategy|win|F|Q|n|C|h|W|Ha|Co|He|Li|Su|Fo|Pr|Si|Us|Tv|Fi|Se|Me|Ev|Le|Hi|Wa|Ha|Di|Re|Di|Few|Re|Fi|Sto|I |Per|2007-01-27|F|4323.7|L
000053|aa|x|d|l|1978-02-14|1975-09-13|q|G|yes|pr|Early mouth financial together home quality. Leg minu|single|1997-04-26|out|partne|W|F|Q|L|N|w|Av|Ea|Re|Be|Ex|Ha|Wh|Ch|Ad|Wo|Fr|St|To|In|Be|Mo|Ga|Re|Li|Te|Mi|Gr|Vis|Be |Lo|Di|Emp|2011-11-28|w|5391.2|X
000054|aa|l|e|k|1987-04-08|2011-05-11|U|J|run|pa|Value by not maintain peace. Party likely rise rig|unit|1997-01-16|apply|smile|S|g|J|J|K|i|Sh|St|Yo|En|Ce|Sc|Am|Ma|Ga|Te|Fi|Pr|In|Ro|Pe|Pr|Ba|Ne|Fu|Ho|Of|Pe|Tru|Alm|Buy|Lay|Her|1977-05-25|O|9605.3|L
000055|aa|s|V|o|1982-06-16|1989-05-17|M|n|mag|pr|Us miss good wish heavy affect order four. Land age |eight|1998-03-23|talk|go|e|Z|A|v|r|w|Wh|Ch|Cl|So|Sa|Fa|Ar|Th|Ca|Ad|Ev|Fa|Ma|Es|Us|Af|Es|Pa|Si|Ho|To|Go |Ch|Cla|Pe|Sig|Fi|1995-08-18|A|3126.9|R
000056|aa|v|T|A|1993-07-17|2001-11-13|w|H|wor|se|Herself scene necessary experience management send level|sing|1972-09-19|Mr|person|x|p|J|I|M|k|Bo|Bo|Qu|Lo|Ar|Re|Da|Le|Me|So|Ar|Su|He|Me|At|Di|In|Wi|Dr|Up|Fe|Po|Ric|Ce|Kin|Eat|Vie|2001-05-08|D|2498.0|m
000057|aa|v|J|y|1983-06-16|1970-04-13|w|q|cou|re|Myself perform may easy hair response. Our shake |water|1991-01-21|most|mother|I|U|F|s|G|w|Di|Go|Pr|Ma|Dr|Pa|Be|Ru|La|Ne|Pl|Wo|Qu|Wa|Hu|So|Wo|As|La|No|Pr|On |Ho|On|Mon|Out|Ke|1976-05-17|t|5951.7|A
000058|aa|B|C|r|1977-07-07|2013-11-01|a|e|nat|ro|Scientist economic me rise either another easy. Network bef|art|1984-12-26|short|seek|d|W|z|c|J|U|Lo|Fi|Re|Se|Se|Tr|Ab|Wi|Ch|Se|Ad|Ap|El|Un|Me|An|Go|An|Pa|Ci|Tw|Fa|Si|Dem|Pro|Pe|Yo|2011-02-02|Y|508.8|r
000059|aa|d|y|r|1985-08-28|1971-05-15|t|d|flo|be|Hit study standard where. Red discussion evidence. Col|near|1974-03-14|until|six|m|R|B|E|H|h|In|Re|Pe|Ha|In|Of|Fi|La|Dr|Bl|Re|Th|Te|Be|Fi|Fi|Sh|Be|St|Wi|Si|Ec|Ma|Imp|St|Sha|Con|2018-03-31|t|7269.5|W
000060|aa|Y|E|l|2008-04-09|1998-11-20|C|j|dir|fi|Meeting close today word. Purpose outside need look brother|whom|1981-03-10|impact|over|A|w|o|N|e|N|St|Si|Le|Cl|Ea|Pe|Op|Fi|Re|St|Ne|Co|Me|Cr|Sh|Pm|En|On|To|Co|Dr|Sch|Doc|Re|Ex|Mo|Cl|2009-02-13|b|9792.2|f
000061|aa|k|P|G|1974-05-29|2011-03-14|Y|E|him|co|Order service effect necessary boy. Election sea sugge|nation|1996-03-13|decade|act|V|i|p|o|W|T|Fi|He|Pr|Lo|Pr|Mo|El|Wh|Op|So|Ha|Ov|Be|Pr|En|De|Ma|Cu|Ne|Wo|Ac|Bey|Tr|Hug|Bef|Va|Ra|1980-02-04|o|396.7|E
000062|aa|f|u|A|2008-07-19|2000-12-14|U|s|bro|gi|Fast bad party myself interesting together month. Cha|car|1981-04-01|audience|unit|z|t|D|d|a|l|Sp|Co|Ma|Cu|Ca|De|Ag|Ad|Ag|Wr|Bu|Ta|Go|Co|Ex|Ge|En|Wo|Si|Co|Of|Loo|Wi|Cr|Fea|Tel|Be|1974-12-31|C|280.1|j
000063|aa|U|H|J|1988-11-26|1973-12-22|P|m|des|ag|Maybe others drug time. Debate trial dog mouth |blood|2014-01-03|record|me|N|u|a|t|o|a|Co|Ta|Ca|Tr|Le|Me|Re|Qu|St|Le|Id|So|Ex|To|Ho|Pr|Lo|Em|No|Fa|Wh|Wh|Sma|Go|Us|So |Jo|1998-11-04|c|463.4|L
000064|aa|a|p|D|1976-06-20|1977-03-21|P|Z|the|fo|Run though option behavior indicate street. Seek particu|late|2013-04-27|exist|meet|r|z|A|X|H|Y|Fi|Ce|Be|No|Me|Ch|Re|So|Fe|Ma|Bi|Re|Br|Bl|St|Ba|Ev|Pu|Le|In|Hi|Rem|Mor|Cla|Fro|Sol|Ma|1980-11-24|P|7608.4|r
000065|aa|Y|s|i|2002-12-16|1975-09-09|J|Z|pro|ag|Wrong him three want produce. Door church tonight.|state|2005-12-14|discover|argue|M|h|e|g|s|t|St|Na|Na|Bi|Mi|Ei|Th|Ec|Po|Si|Ar|Vi|Tv|Be|Re|In|Li|As|Wh|Po|Pr|Foo|Hus|Cul|Fu|Wri|Wh|2012-03-07|y|5331.8|J
000066|aa|K|F|q|2009-09-18|1991-11-23|f|d|son|la|Word like college relationship throughout whatever. Relig|do|2017-04-01|our|notice|f|F|R|s|b|v|Ha|Pr|Of|Pr|Wa|Pa|Re|So|Sp|To|Th|Hu|Of|Se|My|Fi|Me|Fi|Se|Be|Gu|Ke|Fat|Si|Ge|Fr|On|1992-09-05|o|4717.4|u
000067|aa|c|Z|P|1970-08-05|1996-06-30|B|Q|oft|be|Adult leave popular compare sometimes message word.|expect|1975-02-05|election|securi|e|B|k|f|S|b|Me|He|Mi|Ol|Tr|En|Dr|Do|En|Ge|Ar|At|St|Co|Em|El|Pr|Up|Lo|Be|Fi|Go|La|Ge|De|For|La|1976-07-17|f|1946.9|t
000068|aa|B|D|o|1987-05-30|2000-08-26|d|v|lik|ne|Participant away wide part.|follow|2015-11-10|in|claim|T|Y|e|s|A|e|Ho|Sp|Le|Ma|Ar|Su|St|Li|La|Kn|En|Wo|Lo|Mo|Si|Ne|De|Pi|Ta|En|Sa|Ma|Tal|Cul|Ar|Tv|Hi|1972-05-21|W|2659.6|r
000069|aa|D|I|T|1979-05-26|2008-04-10|R|d|sur|pl|Our seat member. Paper itself ahead receive s|wall|2009-03-09|between|govern|y|D|e|j|r|m|Wi|Tv|Sc|In|St|Fi|Ma|Of|Ce|Ca|Bo|Ag|Fi|Ad|Si|Ma|Sh|Te|Un|Tu|Mr|Sig|Le|Po|St|Su|Now|2007-01-23|E|3992.5|U
000070|aa|B|m|g|1975-06-03|1986-05-02|K|Z|suc|ci|Type every often time. Service bring probably nor truth |owner|2008-06-02|best|order|B|p|F|B|Z|M|Cl|Fi|Fi|Da|Ta|Re|Si|Si|Ov|Co|Ev|Ac|Si|Im|So|Gr|Wh|Le|Fr|Au|Mu|Cas|Pag|Ni|Sec|Se|En|2015-05-15|F|9614.9|Q
000071|aa|h|g|i|1990-08-27|1985-08-05|F|P|fas|co|Must plan president.|happen|1980-05-16|huge|while|F|o|b|Q|i|z|La|Co|Ga|Ch|Ru|Ef|Of|Pe|Mo|Ho|Dr|Th|So|Fo|Di|St|Li|Da|Th|Sh|Le|Bef|Wi|Sci|Al|Ful|Ho|2008-10-31|Y|4287.1|M
000072|aa|G|x|a|2004-08-03|1976-05-16|G|R|nic|al|Source effort understand reason first major wh|drop|1982-09-01|body|studen|u|y|M|o|Q|P|Ra|Po|Ex|Tr|Ac|Bo|Th|Ev|Wr|Si|So|Fe|Ca|Ex|La|Wh|Wh|Ga|In|Pa|De|Pa|Fol|Di|Exp|Off|Pr|1984-02-05|R|6616.7|x
000073|aa|W|C|J|1990-06-17|1988-10-21|p|Q|pro|ca|Whatever possible for start might authority. Attack general ind|Mrs|2015-02-22|direction|author|P|w|k|u|v|a|Mo|Mo|Al|Th|Ra|Su|Ni|Ea|So|En|St|In|In|Fa|Us|So|Wh|No|To|Ex|It|Co|Rep|Po|Som|Ev|Cel|1993-11-24|U|2928.2|G
000074|aa|g|j|B|1970-03-11|2006-08-21|X|v|goo|yo|Director on while. Energy set understand author policy. L|possib|1994-12-22|low|modern|c|i|C|V|u|y|Se|En|Me|Pi|He|Be|Re|Se|Pe|Li|De|Op|Si|Ye|Jo|Da|Pa|Ma|Do|Si|Ma|Co|Inc|Let|Th|Un|Go|2005-03-04|c|1204.4|I
